,CHP1_Electricity_Generation_(kW),CHP2_Electricity_Generation_(kW),CHP1_Heat_Output_(kW),CHP2_Heat_Output_(kW),Boiler_Heat_Output_(kW),Feels-Like Temperature Deg C,Wind Speed ms,Energy Usage KW,Day ahead UK electricity price,Site_Heat_Demand_(kW),Import_Electricity_(kW),Export_Electricity_(kW)
01/02/2020 20:30,0,1488.90625,0,2343.75,69.76744186,5.4,6.7,1415,35.275,2413.517442,1415,0
01/02/2020 21:00,0,1488.28125,0,2343.75,69.76744186,5.2,4.9,1416,36.55,2413.517442,1416,0
01/02/2020 21:30,0,1488.28125,0,2343.75,69.76744186,5.2,4.9,1417,37.51,2413.517442,1417,0
01/02/2020 22:00,0,1488.4375,0,2343.75,69.76744186,4.6,4.3,1418,38.47,2413.517442,1418,0
01/02/2020 22:30,0,1487.8125,0,2343.75,69.76744186,4.6,4.3,1419,25.275,2413.517442,1419,0
01/02/2020 23:00,0,1488.125,0,2343.75,69.76744186,4,4.4,1420,12.08,2413.517442,1420,0
01/02/2020 23:30,0,1487.65625,0,2343.75,69.76744186,4,4.4,1421,26.025,2413.517442,1421,0
02/02/2020 00:00,0,1487.34375,0,2343.75,69.76744186,3.2,5.4,1422,39.97,2413.517442,1422,0
02/02/2020 00:30,0,1487.1875,0,2343.75,69.76744186,3.2,5.4,1423,39.935,2413.517442,1423,0
02/02/2020 01:00,0,1487.5,0,2343.75,69.76744186,3.5,4.8,1424,39.9,2413.517442,1424,0
02/02/2020 01:30,0,1487.8125,0,2343.75,147.2868217,3.5,4.8,1425,38.405,2491.036822,1425,0
02/02/2020 02:00,0,1488.4375,0,2343.75,162.7906977,3.1,5.5,1426,36.91,2506.540698,1426,0
02/02/2020 02:30,0,1487.1875,0,2343.75,162.7906977,3.1,5.5,1427,35.91,2506.540698,1427,0
02/02/2020 03:00,0,1487.5,0,2343.75,162.7906977,4,3.3,1428,34.91,2506.540698,1428,0
02/02/2020 03:30,0,1488.4375,0,2343.75,162.7906977,4,3.3,1429,32.785,2506.540698,1429,0
02/02/2020 04:00,0,1488.4375,0,2343.75,162.7906977,3.2,4.5,1430,30.66,2506.540698,1430,0
02/02/2020 04:30,0,1487.96875,0,2343.75,201.5503876,3.2,4.5,1431,30.24,2545.300388,1431,0
02/02/2020 05:00,0,1488.125,0,2343.75,201.5503876,2.9,4.4,1432,29.82,2545.300388,1432,0
02/02/2020 05:30,0,1487.96875,0,2343.75,201.5503876,2.9,4.4,1433,30.91,2545.300388,1433,0
02/02/2020 06:00,0,1487.96875,0,2343.75,201.5503876,2.8,4.1,1434,32,2545.300388,1434,0
02/02/2020 06:30,0,1488.125,0,2343.75,201.5503876,2.8,4.1,1435,31.615,2545.300388,1435,0
02/02/2020 07:00,0,1488.59375,0,2343.75,201.5503876,3.6,2.7,1436,31.23,2545.300388,1436,0
02/02/2020 07:30,0,1488.75,0,2343.75,201.5503876,3.6,2.7,1437,32.155,2545.300388,1437,0
02/02/2020 08:00,0,1488.59375,0,2343.75,201.5503876,3.4,2.8,1438,33.08,2545.300388,1438,0
02/02/2020 08:30,0,1488.4375,0,2343.75,209.3023256,3.4,2.8,1439,37.04,2553.052326,1439,0
02/02/2020 09:00,0,1488.125,0,2343.75,209.3023256,3.2,3.3,1440,41,2553.052326,1440,0
02/02/2020 09:30,0,1487.1875,0,2343.75,209.3023256,3.2,3.3,1441,42.05,2553.052326,1441,0
02/02/2020 10:00,0,1487.8125,0,2343.75,209.3023256,3.3,3.6,1442,43.1,2553.052326,1442,0
02/02/2020 10:30,0,1487.34375,0,2343.75,209.3023256,3.3,3.6,1443,41.35,2553.052326,1443,0
02/02/2020 11:00,0,1486.09375,0,2343.75,209.3023256,4.3,3.1,1444,39.6,2553.052326,1444,0
02/02/2020 11:30,0,1486.25,0,2343.75,209.3023256,4.3,3.1,1445,38.15,2553.052326,1445,0
02/02/2020 12:00,0,1486.25,0,2343.75,209.3023256,4.2,6.4,1446,36.7,2553.052326,1446,0
02/02/2020 12:30,0,1485.78125,0,2375,209.3023256,4.2,6.4,1447,34.44,2584.302326,1447,0
02/02/2020 13:00,0,1485.625,0,2375,209.3023256,6.1,6.4,1448,32.18,2584.302326,1448,0
02/02/2020 13:30,0,1485.9375,0,2375,131.7829457,6.1,6.4,1449,30.14,2506.782946,1449,0
02/02/2020 14:00,0,1485.9375,0,2375,46.51162791,7.7,6.2,1450,28.1,2421.511628,1450,0
02/02/2020 14:30,0,1486.25,0,2375,46.51162791,7.7,6.2,1451,29.5,2421.511628,1451,0
02/02/2020 15:00,0,1486.40625,0,2375,46.51162791,8.8,4.9,1452,30.9,2421.511628,1452,0
02/02/2020 15:30,0,1486.25,0,2375,46.51162791,8.8,4.9,1453,32.95,2421.511628,1453,0
02/02/2020 16:00,0,1487.34375,0,2375,46.51162791,8,6.6,1454,35,2421.511628,1454,0
02/02/2020 16:30,0,1487.1875,0,2375,7.751937984,8,6.6,1455,42.1,2382.751938,1455,0
02/02/2020 17:00,0,1487.5,0,2375,7.751937984,7.7,5.3,1456,49.2,2382.751938,1456,0
02/02/2020 17:30,0,1487.65625,0,2375,7.751937984,7.7,5.3,1457,47.15,2382.751938,1457,0
02/02/2020 18:00,0,1487.96875,0,2375,7.751937984,7.2,5.3,1458,45.1,2382.751938,1458,0
02/02/2020 18:30,0,1488.125,0,2375,7.751937984,7.2,5.3,1459,39.07,2382.751938,1459,0
02/02/2020 19:00,0,1489.0625,0,2375,7.751937984,6.6,6.9,1460,33.04,2382.751938,1460,0
02/02/2020 19:30,0,1485.625,0,2375,7.751937984,6.6,6.9,1461,33.015,2382.751938,1461,0
02/02/2020 20:00,0,1470.3125,0,2312.5,7.751937984,6.5,7.2,1462,32.99,2320.251938,1462,0
02/02/2020 20:30,0,1467.1875,0,2281.25,0,6.5,7.2,1463,26.85,2281.25,1463,0
02/02/2020 21:00,0,1467.1875,0,2281.25,0,6,6.6,1464,20.71,2281.25,1464,0
02/02/2020 21:30,0,1466.71875,0,2281.25,0,6,6.6,1465,17.84,2281.25,1465,0
02/02/2020 22:00,0,1432.5,0,2218.75,0,5.8,7.5,1466,14.97,2218.75,1466,0
02/02/2020 22:30,0,1419.0625,0,2187.5,0,5.8,7.5,1467,25.285,2187.5,1467,0
02/02/2020 23:00,0,1417.5,0,2156.25,0,5.2,9.5,1468,35.6,2156.25,1468,0
02/02/2020 23:30,0,1404.6875,0,2093.75,0,5.2,9.5,1469,24.19,2093.75,1469,0
03/02/2020 00:00,0,1384.375,0,2062.5,0,5.7,7.4,1470,12.78,2062.5,1470,0
03/02/2020 00:30,0,1384.53125,0,2062.5,0,5.7,7.4,1471,12.305,2062.5,1471,0
03/02/2020 01:00,0,1383.4375,0,2062.5,7.751937984,5.1,8.4,1472,11.83,2070.251938,1472,0
03/02/2020 01:30,0,1383.75,0,2062.5,7.751937984,5.1,8.4,1473,9.71,2070.251938,1473,0
03/02/2020 02:00,0,1384.0625,0,2062.5,15.50387597,5,7.7,1474,7.59,2078.003876,1474,0
03/02/2020 02:30,0,1383.28125,0,2062.5,23.25581395,5,7.7,1475,6.65,2085.755814,1475,0
03/02/2020 03:00,0,1386.875,0,2062.5,46.51162791,4.6,8.7,1476,5.71,2109.011628,1476,0
03/02/2020 03:30,30.15625,1402.34375,0,2093.75,46.51162791,4.6,8.7,1477,5.605,2140.261628,1477,0
03/02/2020 04:00,118.28125,1405.3125,125,2125,46.51162791,4.3,9.1,1478,5.5,2296.511628,1478,0
03/02/2020 04:30,207.03125,1404.84375,250,2125,46.51162791,4.3,9.1,1479,12.745,2421.511628,1479,0
03/02/2020 05:00,288.59375,1404.84375,375,2125,46.51162791,4.6,8.2,1480,19.99,2546.511628,1480,0
03/02/2020 05:30,387.96875,1438.75,531.25,2187.5,46.51162791,4.6,8.2,1481,24.995,2765.261628,1481,0
03/02/2020 06:00,487.34375,1451.5625,656.25,2218.75,46.51162791,5,7.2,1482,30,2921.511628,1482,0
03/02/2020 06:30,572.65625,1453.4375,781.25,2250,54.26356589,5,7.2,1483,32.22,3085.513566,1483,0
03/02/2020 07:00,622.65625,1466.25,906.25,2312.5,54.26356589,4.8,4.9,1484,34.44,3273.013566,1484,0
03/02/2020 07:30,672.34375,1487.5,1000,2375,54.26356589,4.8,4.9,1485,34.27,3429.263566,1485,0
03/02/2020 08:00,722.5,1487.34375,1093.75,2406.25,54.26356589,4,4.4,1486,34.1,3554.263566,1486,0
03/02/2020 08:30,820,1487.65625,1250,2406.25,54.26356589,4,4.4,1487,33.905,3710.513566,1487,0
03/02/2020 09:00,917.5,1487.03125,1375,2406.25,54.26356589,5,4,1488,33.71,3835.513566,1488,0
03/02/2020 09:30,1017.03125,1483.28125,1500,2406.25,54.26356589,5,4,1489,31.16,3960.513566,1489,0
03/02/2020 10:00,1097.03125,1482.5,1625,2406.25,54.26356589,5.4,5.3,1490,28.61,4085.513566,1490,0
03/02/2020 10:30,1166.09375,1483.59375,1718.75,2406.25,54.26356589,5.4,5.3,1491,29.305,4179.263566,1491,0
03/02/2020 11:00,1234.6875,1483.90625,1875,2406.25,54.26356589,5.5,6.9,1492,30,4335.513566,1492,0
03/02/2020 11:30,1245.625,1484.375,1906.25,2437.5,54.26356589,5.5,6.9,1493,30.755,4398.013566,1493,0
03/02/2020 12:00,1255.15625,1484.6875,1937.5,2468.75,54.26356589,6.3,8.4,1494,31.51,4460.513566,1494,0
03/02/2020 12:30,1271.71875,1485.3125,1968.75,2500,54.26356589,6.3,8.4,1495,29.665,4523.013566,1495,0
03/02/2020 13:00,1271.40625,1483.90625,1968.75,2500,46.51162791,6.2,7.2,1496,27.82,4515.261628,1496,0
03/02/2020 13:30,1222.1875,1484.375,1906.25,2500,46.51162791,6.2,7.2,1497,27.905,4452.761628,1497,0
03/02/2020 14:00,1222.1875,1484.21875,1937.5,2500,38.75968992,5.8,8.9,1498,27.99,4476.25969,1498,0
03/02/2020 14:30,1260.78125,1483.125,1937.5,2500,31.00775194,5.8,8.9,1499,29.29,4468.507752,1499,0
03/02/2020 15:00,1302.34375,1482.1875,1968.75,2468.75,7.751937984,5.9,5.9,1500,30.59,4445.251938,1500,0
03/02/2020 15:30,1327.03125,1481.875,2000,2437.5,7.751937984,5.9,5.9,1501,35.045,4445.251938,1501,0
03/02/2020 16:00,1314.375,1482.5,1968.75,2437.5,7.751937984,5.2,5.3,1502,39.5,4414.001938,1502,0
03/02/2020 16:30,1292.96875,1483.125,1937.5,2437.5,7.751937984,5.2,5.3,1503,44.745,4382.751938,1503,0
03/02/2020 17:00,1250.625,1486.5625,1906.25,2437.5,7.751937984,5.4,3,1504,49.99,4351.501938,1504,0
03/02/2020 17:30,1219.21875,1487.8125,1875,2437.5,7.751937984,5.4,3,1505,48.99,4320.251938,1505,0
03/02/2020 18:00,1200,1487.03125,1843.75,2437.5,7.751937984,3.5,5.6,1506,47.99,4289.001938,1506,0
03/02/2020 18:30,1151.40625,1487.03125,1750,2437.5,0,3.5,5.6,1507,43.155,4187.5,1507,0
03/02/2020 19:00,1102.34375,1486.875,1656.25,2406.25,0,2.8,5.1,1508,38.32,4062.5,1508,0
03/02/2020 19:30,1004.0625,1486.25,1500,2375,0,2.8,5.1,1509,34.61,3875,1509,0
03/02/2020 20:00,905.9375,1486.25,1343.75,2343.75,7.751937984,1.7,4.5,1510,30.9,3695.251938,1510,0
03/02/2020 20:30,806.875,1487.65625,1187.5,2343.75,7.751937984,1.7,4.5,1511,29.47,3539.001938,1511,0
03/02/2020 21:00,756.71875,1487.5,1125,2375,93.02325581,0.9,4.6,1512,28.04,3593.023256,1512,0
03/02/2020 21:30,671.40625,1487.1875,968.75,2375,186.0465116,0.9,4.6,1513,24.76,3529.796512,1513,0
03/02/2020 22:00,582.8125,1485.625,843.75,2343.75,240.3100775,0.6,4.3,1514,21.48,3427.810078,1514,0
03/02/2020 22:30,491.5625,1462.34375,718.75,2312.5,271.3178295,0.6,4.3,1515,17.285,3302.567829,1515,0
03/02/2020 23:00,416.71875,1462.65625,593.75,2312.5,372.0930233,-0.8,6.2,1516,13.09,3278.343023,1516,0
03/02/2020 23:30,331.875,1462.34375,468.75,2343.75,472.8682171,-0.8,6.2,1517,14.095,3285.368217,1517,0
04/02/2020 00:00,255.78125,1462.34375,375,2375,565.8914729,-1.3,6,1518,15.1,3315.891473,1518,0
04/02/2020 00:30,198.59375,1457.5,281.25,2406.25,658.9147287,-1.3,6,1519,14.595,3346.414729,1519,0
04/02/2020 01:00,150,1407.8125,187.5,2343.75,744.1860465,-0.9,5.7,1520,14.09,3275.436047,1520,0
04/02/2020 01:30,100.15625,1375.3125,125,2312.5,767.4418605,-0.9,5.7,1521,12.21,3204.94186,1521,0
04/02/2020 02:00,50,1368.4375,62.5,2312.5,782.9457364,-1.2,7,1522,10.33,3157.945736,1522,0
04/02/2020 02:30,0,1356.875,0,2281.25,875.9689922,-1.2,7,1523,9.405,3157.218992,1523,0
04/02/2020 03:00,0,1357.03125,0,2312.5,961.2403101,-1,6.5,1524,8.48,3273.74031,1524,0
04/02/2020 03:30,0,1356.5625,0,2312.5,961.2403101,-1,6.5,1525,10.815,3273.74031,1525,0
04/02/2020 04:00,0,1350.9375,0,2343.75,1038.75969,-1.5,8.4,1526,13.15,3382.50969,1526,0
04/02/2020 04:30,0,1350.78125,0,2343.75,1131.782946,-1.5,8.4,1527,16.875,3475.532946,1527,0
04/02/2020 05:00,97.96875,1351.25,156.25,2343.75,1201.550388,-1,8,1528,20.6,3701.550388,1528,0
04/02/2020 05:30,147.96875,1353.28125,250,2406.25,1209.302326,-1,8,1529,23.185,3865.552326,1529,0
04/02/2020 06:00,210.78125,1377.5,375,2468.75,1294.573643,-1.6,8,1530,25.77,4138.323643,1530,0
04/02/2020 06:30,272.96875,1377.1875,468.75,2500,1387.596899,-1.6,8,1531,28.18,4356.346899,1531,0
04/02/2020 07:00,322.96875,1377.34375,593.75,2468.75,1387.596899,-1.3,7.9,1532,30.59,4450.096899,1532,0
04/02/2020 07:30,372.65625,1377.34375,687.5,2437.5,1480.620155,-1.3,7.9,1533,33.125,4605.620155,1533,0
04/02/2020 08:00,426.875,1382.1875,781.25,2406.25,1511.627907,-1,8.5,1534,35.66,4699.127907,1534,0
04/02/2020 08:30,476.875,1431.40625,875,2468.75,1596.899225,-1,8.5,1535,34.725,4940.649225,1535,0
04/02/2020 09:00,476.875,1463.28125,875,2500,1511.627907,0,9.2,1536,33.79,4886.627907,1536,0
04/02/2020 09:30,476.875,1470.9375,875,2531.25,1418.604651,0,9.2,1537,31.91,4824.854651,1537,0
04/02/2020 10:00,519.6875,1482.8125,875,2562.5,1364.341085,1.2,7.9,1538,30.03,4801.841085,1538,0
04/02/2020 10:30,568.28125,1483.4375,968.75,2562.5,1333.333333,1.2,7.9,1539,29.66,4864.583333,1539,0
04/02/2020 11:00,657.8125,1483.75,1125,2562.5,1232.55814,1.9,9.5,1540,29.29,4920.05814,1540,0
04/02/2020 11:30,747.1875,1489.375,1281.25,2562.5,1131.782946,1.9,9.5,1541,31.635,4975.532946,1541,0
04/02/2020 12:00,747.1875,1465.9375,1343.75,2531.25,1124.031008,3.8,8.3,1542,33.98,4999.031008,1542,0
04/02/2020 12:30,649.21875,1466.40625,1187.5,2531.25,1116.27907,3.8,8.3,1543,34.275,4835.02907,1543,0
04/02/2020 13:00,599.21875,1465.9375,1093.75,2531.25,1038.75969,4.5,9.5,1544,34.57,4663.75969,1544,0
04/02/2020 13:30,585.78125,1465.625,1062.5,2531.25,1108.527132,4.5,9.5,1545,35.585,4702.277132,1545,0
04/02/2020 14:00,523.59375,1466.09375,968.75,2531.25,1155.03876,5.1,7.2,1546,36.6,4655.03876,1546,0
04/02/2020 14:30,473.59375,1465.3125,843.75,2531.25,1085.271318,5.1,7.2,1547,32.025,4460.271318,1547,0
04/02/2020 15:00,423.90625,1462.34375,750,2562.5,1093.023256,4.6,8.4,1548,27.45,4405.523256,1548,0
04/02/2020 15:30,369.6875,1462.34375,656.25,2593.75,1100.775194,4.6,8.4,1549,31.725,4350.775194,1549,0
04/02/2020 16:00,319.6875,1463.125,562.5,2625,1054.263566,3.8,10.4,1550,36,4241.763566,1550,0
04/02/2020 16:30,319.6875,1463.4375,562.5,2625,1054.263566,3.8,10.4,1551,40.6,4241.763566,1551,0
04/02/2020 17:00,319.6875,1462.5,562.5,2625,984.496124,3.5,8,1552,45.2,4171.996124,1552,0
04/02/2020 17:30,276.875,1462.1875,562.5,2625,1007.751938,3.5,8,1553,47.895,4195.251938,1553,0
04/02/2020 18:00,228.28125,1462.03125,468.75,2593.75,1015.503876,3.1,7.4,1554,50.59,4078.003876,1554,0
04/02/2020 18:30,138.75,1461.71875,312.5,2593.75,922.4806202,3.1,7.4,1555,48.54,3828.73062,1555,0
04/02/2020 19:00,49.375,1462.5,156.25,2562.5,976.744186,2.2,7.4,1556,46.49,3695.494186,1556,0
04/02/2020 19:30,49.375,1485.46875,93.75,2562.5,976.744186,2.2,7.4,1557,41.95,3632.994186,1557,0
04/02/2020 20:00,49.375,1482.5,93.75,2562.5,945.7364341,2.7,6.6,1558,37.41,3601.986434,1558,0
04/02/2020 20:30,49.375,1482.1875,93.75,2531.25,953.4883721,2.7,6.6,1559,36.605,3578.488372,1559,0
04/02/2020 21:00,0,1481.875,0,2500,1000,2.4,6.2,1560,35.8,3500,1560,0
04/02/2020 21:30,0,1482.65625,0,2468.75,1093.023256,2.4,6.2,1561,34.4,3561.773256,1561,0
04/02/2020 22:00,0,1483.125,0,2468.75,1162.790698,2.2,6.3,1562,33,3631.540698,1562,0
04/02/2020 22:30,0,1485.78125,0,2468.75,1248.062016,2.2,6.3,1563,25.52,3716.812016,1563,0
04/02/2020 23:00,0,1485.9375,0,2437.5,1341.085271,2.3,5.7,1564,18.04,3778.585271,1564,0
04/02/2020 23:30,0,1485.15625,0,2437.5,1364.341085,2.3,5.7,1565,23.02,3801.841085,1565,0
05/02/2020 00:00,0,1485.3125,0,2468.75,1372.093023,2.7,4.2,1566,28,3840.843023,1566,0
05/02/2020 00:30,0,1485.78125,0,2468.75,1310.077519,2.7,4.2,1567,28.505,3778.827519,1567,0
05/02/2020 01:00,0,1484.0625,0,2468.75,1395.348837,2.7,3.3,1568,29.01,3864.098837,1568,0
05/02/2020 01:30,0,1483.75,0,2500,1317.829457,2.7,3.3,1569,28.76,3817.829457,1569,0
05/02/2020 02:00,0,1484.0625,0,2531.25,1348.837209,1.4,4.2,1570,28.51,3880.087209,1570,0
05/02/2020 02:30,0,1483.28125,0,2562.5,1379.844961,1.4,4.2,1571,27.805,3942.344961,1571,0
05/02/2020 03:00,83.90625,1483.75,0,2593.75,1356.589147,-0.4,4,1572,27.1,3950.339147,1572,0
05/02/2020 03:30,177.03125,1485.46875,125,2625,1441.860465,-0.4,4,1573,26.1,4191.860465,1573,0
05/02/2020 04:00,276.09375,1486.09375,281.25,2656.25,1410.852713,-1.8,3.7,1574,25.1,4348.352713,1574,0
05/02/2020 04:30,375.3125,1485.3125,437.5,2687.5,1341.085271,-1.8,3.7,1575,28.875,4466.085271,1575,0
05/02/2020 05:00,474.0625,1483.90625,593.75,2718.75,1434.108527,-1,2.6,1576,32.65,4746.608527,1576,0
05/02/2020 05:30,572.96875,1481.5625,750,2750,1472.868217,-1,2.6,1577,35.85,4972.868217,1577,0
05/02/2020 06:00,671.5625,1478.90625,906.25,2750,1379.844961,0.9,1.1,1578,39.05,5036.094961,1578,0
05/02/2020 06:30,770.46875,1476.71875,1062.5,2781.25,1387.596899,0.9,1.1,1579,40.965,5231.346899,1579,0
05/02/2020 07:00,869.6875,1476.5625,1218.75,2781.25,1410.852713,-0.6,1,1580,42.88,5410.852713,1580,0
05/02/2020 07:30,968.90625,1476.71875,1375,2781.25,1317.829457,-0.6,1,1581,44.205,5474.079457,1581,0
05/02/2020 08:00,1067.5,1476.25,1531.25,2781.25,1310.077519,-2.3,1.9,1582,45.53,5622.577519,1582,0
05/02/2020 08:30,1166.25,1477.96875,1687.5,2781.25,1217.054264,-2.3,1.9,1583,43.47,5685.804264,1583,0
05/02/2020 09:00,1265.46875,1477.96875,1843.75,2750,1170.542636,0.3,1.3,1584,41.41,5764.292636,1584,0
05/02/2020 09:30,1365,1477.65625,2000,2718.75,1077.51938,0.3,1.3,1585,38.22,5796.26938,1585,0
05/02/2020 10:00,1463.90625,1477.8125,2156.25,2687.5,1007.751938,2.2,1.6,1586,35.03,5851.501938,1586,0
05/02/2020 10:30,1479.53125,1478.28125,2281.25,2656.25,922.4806202,2.2,1.6,1587,33.68,5859.98062,1587,0
05/02/2020 11:00,1486.09375,1478.90625,2281.25,2625,829.4573643,3.2,3,1588,32.33,5735.707364,1588,0
05/02/2020 11:30,1485.46875,1478.75,2281.25,2593.75,806.2015504,3.2,3,1589,31.5,5681.20155,1589,0
05/02/2020 12:00,1486.09375,1479.21875,2281.25,2562.5,713.1782946,5.2,2.6,1590,30.67,5556.928295,1590,0
05/02/2020 12:30,1485.9375,1479.375,2281.25,2562.5,689.9224806,5.2,2.6,1591,30.67,5533.672481,1591,0
05/02/2020 13:00,1486.40625,1481.5625,2281.25,2562.5,596.8992248,5.4,3.9,1592,30.67,5440.649225,1592,0
05/02/2020 13:30,1487.5,1484.53125,2281.25,2531.25,581.3953488,5.4,3.9,1593,31.48,5393.895349,1593,0
05/02/2020 14:00,1488.125,1486.875,2281.25,2531.25,488.372093,4.9,4.9,1594,32.29,5300.872093,1594,0
05/02/2020 14:30,1487.8125,1487.1875,2281.25,2500,434.1085271,4.9,4.9,1595,33.695,5215.358527,1595,0
05/02/2020 15:00,1487.96875,1487.03125,2281.25,2468.75,364.3410853,5,4.9,1596,35.1,5114.341085,1596,0
05/02/2020 15:30,1488.90625,1487.03125,2281.25,2437.5,271.3178295,5,4.9,1597,37.55,4990.067829,1597,0
05/02/2020 16:00,1483.90625,1486.5625,2250,2437.5,271.3178295,4.6,3.9,1598,40,4958.817829,1598,-11.47960842
05/02/2020 16:30,1472.65625,1486.25,2218.75,2437.5,248.0620155,4.6,3.9,1599,45,4904.312016,1599,-59.44386539
05/02/2020 17:00,1447.03125,1486.5625,2156.25,2437.5,155.0387597,5,2.1,1600,50,4748.78876,1600,-141.088533
05/02/2020 17:30,1411.25,1485.9375,2093.75,2437.5,85.27131783,5,2.1,1601,50,4616.521318,1601,-170.4163756
05/02/2020 18:00,1382.5,1485.15625,2062.5,2437.5,85.27131783,4.2,1.4,1602,50,4585.271318,1602,-233.0401852
05/02/2020 18:30,1351.5625,1485.15625,2031.25,2437.5,77.51937984,4.2,1.4,1603,50,4546.26938,1603,-305.239954
05/02/2020 19:00,1314.21875,1484.84375,1968.75,2437.5,0,2.5,1.8,1604,50,4406.25,1604,-344.1408433
05/02/2020 19:30,1269.6875,1485,1875,2437.5,0,2.5,1.8,1605,44.4,4312.5,1605,-387.9418416
05/02/2020 20:00,1221.09375,1485.78125,1781.25,2406.25,0,1.9,1.4,1606,38.8,4187.5,1606,-436.5817874
05/02/2020 20:30,1177.5,1486.5625,1718.75,2375,0,1.9,1.4,1607,36.57,4093.75,1607,-470.8039141
05/02/2020 21:00,1137.65625,1487.1875,1656.25,2375,0,0.9,2,1608,34.34,4031.25,1608,-500.1841808
05/02/2020 21:30,1088.125,1485.78125,1562.5,2343.75,0,0.9,2,1609,31.415,3906.25,1609,-505.9085136
05/02/2020 22:00,1039.21875,1485.78125,1468.75,2343.75,0,0.1,2,1610,28.49,3812.5,1610,-506.8201111
05/02/2020 22:30,988.90625,1485.625,1375,2343.75,0,0.1,2,1611,26.77,3718.75,1611,-507.760833
05/02/2020 23:00,953.28125,1485.3125,1281.25,2343.75,0,-0.8,2.8,1612,25.05,3625,1612,-498.8809498
05/02/2020 23:30,909.375,1486.09375,1218.75,2343.75,0,-0.8,2.8,1613,26.525,3562.5,1613,-490.1350394
06/02/2020 00:00,821.40625,1486.71875,1093.75,2343.75,0,0,1.9,1614,28,3437.5,1614,-405.815376
06/02/2020 00:30,747.5,1486.71875,1000,2375,0,0,1.9,1615,28.405,3375,1615,-326.0201153
06/02/2020 01:00,684.375,1487.96875,906.25,2406.25,0,-1,2.1,1616,28.81,3312.5,1616,-241.2257222
06/02/2020 01:30,613.59375,1488.28125,812.5,2406.25,0,-1,2.1,1617,27.12,3218.75,1617,-132.7171462
06/02/2020 02:00,544.84375,1488.4375,718.75,2406.25,0,-1.4,1.8,1618,25.43,3125,1618,-43.27311503
06/02/2020 02:30,562.65625,1488.75,750,2406.25,0,-1.4,1.8,1619,23.95,3156.25,1619,-52.48501773
06/02/2020 03:00,581.5625,1488.75,812.5,2406.25,0,-2.5,2.4,1620,22.47,3218.75,1620,-66.45723172
06/02/2020 03:30,616.09375,1488.59375,875,2406.25,0,-2.5,2.4,1621,23.375,3281.25,1621,-75.36623943
06/02/2020 04:00,658.125,1488.125,937.5,2437.5,0,-2.8,2.6,1622,24.28,3375,1622,-55.49203304
06/02/2020 04:30,697.5,1487.65625,1000,2437.5,0,-2.8,2.6,1623,26.445,3437.5,1623,-16.5678441
06/02/2020 05:00,746.875,1489.53125,1093.75,2468.75,0,-2.9,2.5,1624,28.61,3562.5,1624,0
06/02/2020 05:30,796.25,1489.0625,1187.5,2500,0,-2.9,2.5,1625,32.99,3687.5,1625,0
06/02/2020 06:00,846.09375,1489.375,1281.25,2500,0,-3.3,2,1626,37.37,3781.25,1626,0
06/02/2020 06:30,881.71875,1490,1375,2500,0,-3.3,2,1627,38.12,3875,1627,0
06/02/2020 07:00,930.78125,1489.6875,1468.75,2500,0,-3.5,0.2,1628,38.87,3968.75,1628,0
06/02/2020 07:30,1029.6875,1489.53125,1625,2500,0,-3.5,0.2,1629,40.435,4125,1629,0
06/02/2020 08:00,1129.0625,1489.6875,1781.25,2468.75,0,-2.8,0.5,1630,42,4250,1630,0
06/02/2020 08:30,1228.28125,1489.0625,1937.5,2437.5,0,-2.8,0.5,1631,43,4375,1631,0
06/02/2020 09:00,1327.34375,1489.0625,2062.5,2437.5,0,-2.3,1.8,1632,44,4500,1632,0
06/02/2020 09:30,1426.71875,1488.59375,2187.5,2437.5,0,-2.3,1.8,1633,41.02,4625,1633,0
06/02/2020 10:00,1445.9375,1488.90625,2218.75,2437.5,0,1.2,1.4,1634,38.04,4656.25,1634,0
06/02/2020 10:30,1470.625,1488.90625,2250,2468.75,0,1.2,1.4,1635,36.65,4718.75,1635,0
06/02/2020 11:00,1485.625,1488.75,2281.25,2500,0,2.3,1.9,1636,35.26,4781.25,1636,0
06/02/2020 11:30,1486.71875,1488.59375,2281.25,2468.75,0,2.3,1.9,1637,34.515,4750,1637,0
06/02/2020 12:00,1487.34375,1488.125,2281.25,2468.75,0,4.8,1.7,1638,33.77,4750,1638,0
06/02/2020 12:30,1486.875,1487.5,2250,2437.5,0,4.8,1.7,1639,33.38,4687.5,1639,0
06/02/2020 13:00,1486.25,1487.65625,2250,2406.25,0,6,1.9,1640,32.99,4656.25,1640,0
06/02/2020 13:30,1486.5625,1487.96875,2250,2406.25,0,6,1.9,1641,33.045,4656.25,1641,0
06/02/2020 14:00,1485.78125,1487.65625,2250,2437.5,0,7.6,1.4,1642,33.1,4687.5,1642,0
06/02/2020 14:30,1485.15625,1487.34375,2250,2468.75,0,7.6,1.4,1643,33.475,4718.75,1643,0
06/02/2020 15:00,1485.3125,1486.875,2250,2468.75,0,6.8,2.5,1644,33.85,4718.75,1644,0
06/02/2020 15:30,1485.15625,1486.5625,2250,2468.75,0,6.8,2.5,1645,38.675,4718.75,1645,0
06/02/2020 16:00,1479.21875,1486.09375,2250,2468.75,0,5.6,3,1646,43.5,4718.75,1646,0
06/02/2020 16:30,1478.4375,1486.25,2281.25,2468.75,0,5.6,3,1647,49.7,4750,1647,-45.01148401
